time,"I(LOUT)","I(LIN|XOUT)","I(LA|XAND)","I(LB|XAND)","I(LC|XAND)"
2.637400e-09,3.968773e-06,2.200721e-05,2.246566e-05,-2.292412e-05,2.246566e-05
2.637600e-09,3.847331e-06,2.170472e-05,2.234487e-05,-2.298503e-05,2.234487e-05
2.637800e-09,3.791482e-06,2.159335e-05,2.226389e-05,-2.293442e-05,2.226389e-05
2.638000e-09,3.810479e-06,2.167494e-05,2.223123e-05,-2.278753e-05,2.223123e-05
2.638200e-09,3.904064e-06,2.192577e-05,2.224898e-05,-2.257218e-05,2.224898e-05
2.638400e-09,4.062364e-06,2.230177e-05,2.231278e-05,-2.232378e-05,2.231278e-05
2.638600e-09,4.267078e-06,2.274576e-05,2.241260e-05,-2.207945e-05,2.241260e-05
2.638800e-09,4.493835e-06,2.319538e-05,2.253405e-05,-2.187272e-05,2.253405e-05
2.639000e-09,4.715408e-06,2.359088e-05,2.266023e-05,-2.172958e-05,2.266023e-05
2.639200e-09,4.905352e-06,2.388206e-05,2.277410e-05,-2.166613e-05,2.277410e-05
2.639400e-09,5.041556e-06,2.403382e-05,2.286080e-05,-2.168779e-05,2.286080e-05
2.639600e-09,5.109201e-06,2.403003e-05,2.290985e-05,-2.178966e-05,2.290985e-05
2.639800e-09,5.102742e-06,2.387505e-05,2.291641e-05,-2.195777e-05,2.291641e-05
2.640000e-09,5.026615e-06,2.359271e-05,2.288176e-05,-2.217080e-05,2.288176e-05
2.640200e-09,4.894597e-06,2.322272e-05,2.281266e-05,-2.240260e-05,2.281266e-05
2.640400e-09,4.727883e-06,2.281484e-05,2.272000e-05,-2.262516e-05,2.272000e-05
2.640600e-09,4.552166e-06,2.242169e-05,2.261691e-05,-2.281212e-05,2.261691e-05
2.640800e-09,4.394088e-06,2.209138e-05,2.251685e-05,-2.294232e-05,2.251685e-05
2.641000e-09,4.277599e-06,2.186112e-05,2.243198e-05,-2.300283e-05,2.243198e-05
2.641200e-09,4.220709e-06,2.175282e-05,2.237179e-05,-2.299076e-05,2.237179e-05
2.641400e-09,4.233119e-06,2.177116e-05,2.234228e-05,-2.291340e-05,2.234228e-05
2.641600e-09,4.315050e-06,2.190424e-05,2.234547e-05,-2.278671e-05,2.234547e-05
2.641800e-09,4.457410e-06,2.212622e-05,2.237933e-05,-2.263244e-05,2.237933e-05
2.642000e-09,4.643260e-06,2.240155e-05,2.243807e-05,-2.247458e-05,2.243807e-05
2.642200e-09,4.850306e-06,2.268981e-05,2.251282e-05,-2.233583e-05,2.251282e-05
2.642400e-09,5.054054e-06,2.295089e-05,2.259281e-05,-2.223474e-05,2.259281e-05
2.642600e-09,5.231142e-06,2.314976e-05,2.266675e-05,-2.218373e-05,2.266675e-05
2.642800e-09,5.362406e-06,2.326059e-05,2.272439e-05,-2.218819e-05,2.272439e-05
2.643000e-09,5.435257e-06,2.326969e-05,2.275802e-05,-2.224636e-05,2.275802e-05
2.643200e-09,5.445126e-06,2.317705e-05,2.276352e-05,-2.234999e-05,2.276352e-05
2.643400e-09,5.395807e-06,2.299603e-05,2.274080e-05,-2.248557e-05,2.274080e-05
2.643600e-09,5.298724e-06,2.275126e-05,2.269363e-05,-2.263599e-05,2.269363e-05
2.643800e-09,5.171246e-06,2.247500e-05,2.262885e-05,-2.278270e-05,2.262885e-05
2.644000e-09,5.034301e-06,2.220236e-05,2.255521e-05,-2.290807e-05,2.255521e-05
2.644200e-09,4.909590e-06,2.196637e-05,2.248207e-05,-2.299777e-05,2.248207e-05
2.644400e-09,4.816791e-06,2.179342e-05,2.241810e-05,-2.304278e-05,2.241810e-05
2.644600e-09,4.771072e-06,2.169999e-05,2.237028e-05,-2.304058e-05,2.237028e-05
2.644800e-09,4.781269e-06,2.169098e-05,2.234318e-05,-2.299537e-05,2.234318e-05
2.645000e-09,4.848913e-06,2.175975e-05,2.233847e-05,-2.291720e-05,2.233847e-05
2.645200e-09,4.968221e-06,2.188971e-05,2.235494e-05,-2.282016e-05,2.235494e-05
2.645400e-09,5.127032e-06,2.205712e-05,2.238863e-05,-2.272013e-05,2.238863e-05
2.645600e-09,5.308516e-06,2.223455e-05,2.243346e-05,-2.263237e-05,2.243346e-05
2.645800e-09,5.493429e-06,2.239458e-05,2.248203e-05,-2.256947e-05,2.248203e-05
2.646000e-09,5.662592e-06,2.251339e-05,2.252665e-05,-2.253991e-05,2.252665e-05
2.646200e-09,5.799290e-06,2.257365e-05,2.256046e-05,-2.254726e-05,2.256046e-05
2.646400e-09,5.891282e-06,2.256662e-05,2.257834e-05,-2.259006e-05,2.257834e-05
2.646600e-09,5.932218e-06,2.249301e-05,2.257767e-05,-2.266232e-05,2.257767e-05
2.646800e-09,5.922296e-06,2.236260e-05,2.255855e-05,-2.275450e-05,2.255855e-05
2.647000e-09,5.868119e-06,2.219250e-05,2.252365e-05,-2.285480e-05,2.252365e-05
2.647200e-09,5.781779e-06,2.200447e-05,2.247763e-05,-2.295080e-05,2.247763e-05
2.647400e-09,5.679294e-06,2.182155e-05,2.242631e-05,-2.303107e-05,2.242631e-05
2.647600e-09,5.578581e-06,2.166469e-05,2.237573e-05,-2.308678e-05,2.237573e-05
2.647800e-09,5.497213e-06,2.154985e-05,2.233135e-05,-2.311286e-05,2.233135e-05
2.648000e-09,5.450241e-06,2.148603e-05,2.229732e-05,-2.310862e-05,2.229732e-05
2.648200e-09,5.448346e-06,2.147441e-05,2.227610e-05,-2.307779e-05,2.227610e-05
2.648400e-09,5.496555e-06,2.150881e-05,2.226825e-05,-2.302769e-05,2.226825e-05
2.648600e-09,5.593678e-06,2.157698e-05,2.227253e-05,-2.296808e-05,2.227253e-05
2.648800e-09,5.732543e-06,2.166282e-05,2.228615e-05,-2.290949e-05,2.228615e-05
2.649000e-09,5.900964e-06,2.174877e-05,2.230524e-05,-2.286171e-05,2.230524e-05
2.649200e-09,6.083334e-06,2.181831e-05,2.232537e-05,-2.283242e-05,2.232537e-05
2.649400e-09,6.262604e-06,2.185815e-05,2.234221e-05,-2.282626e-05,2.234221e-05
2.649600e-09,6.422412e-06,2.185988e-05,2.235213e-05,-2.284439e-05,2.235213e-05
2.649800e-09,6.549075e-06,2.182082e-05,2.235269e-05,-2.288457e-05,2.235269e-05
2.650000e-09,6.633224e-06,2.174424e-05,2.234295e-05,-2.294167e-05,2.234295e-05
2.650200e-09,6.670884e-06,2.163853e-05,2.232351e-05,-2.300850e-05,2.232351e-05
2.650400e-09,6.663895e-06,2.151584e-05,2.229635e-05,-2.307686e-05,2.229635e-05
2.650600e-09,6.619624e-06,2.139007e-05,2.226437e-05,-2.313867e-05,2.226437e-05
2.650800e-09,6.550035e-06,2.127470e-05,2.223091e-05,-2.318712e-05,2.223091e-05
2.651000e-09,6.470205e-06,2.118079e-05,2.219916e-05,-2.321752e-05,2.219916e-05
2.651200e-09,6.396481e-06,2.111535e-05,2.217167e-05,-2.322798e-05,2.217167e-05
2.651400e-09,6.344493e-06,2.108051e-05,2.215005e-05,-2.321958e-05,2.215005e-05
2.651600e-09,6.327269e-06,2.107348e-05,2.213480e-05,-2.319613e-05,2.213480e-05
2.651800e-09,6.353672e-06,2.108723e-05,2.212538e-05,-2.316353e-05,2.212538e-05
2.652000e-09,6.427380e-06,2.111180e-05,2.212031e-05,-2.312883e-05,2.212031e-05
2.652200e-09,6.546494e-06,2.113599e-05,2.211756e-05,-2.309913e-05,2.211756e-05
2.652400e-09,6.703846e-06,2.114904e-05,2.211480e-05,-2.308055e-05,2.211480e-05
2.652600e-09,6.887938e-06,2.114225e-05,2.210981e-05,-2.307737e-05,2.210981e-05
2.652800e-09,7.084389e-06,2.111009e-05,2.210079e-05,-2.309150e-05,2.210079e-05
2.653000e-09,7.277694e-06,2.105094e-05,2.208664e-05,-2.312233e-05,2.208664e-05
2.653200e-09,7.453072e-06,2.096718e-05,2.206705e-05,-2.316693e-05,2.206705e-05
2.653400e-09,7.598182e-06,2.086473e-05,2.204264e-05,-2.322055e-05,2.204264e-05
2.653600e-09,7.704505e-06,2.075221e-05,2.201476e-05,-2.327731e-05,2.201476e-05
2.653800e-09,7.768261e-06,2.063953e-05,2.198532e-05,-2.333110e-05,2.198532e-05
2.654000e-09,7.790759e-06,2.053651e-05,2.195643e-05,-2.337635e-05,2.195643e-05
2.654200e-09,7.778169e-06,2.045129e-05,2.193007e-05,-2.340884e-05,2.193007e-05
2.654400e-09,7.740762e-06,2.038919e-05,2.190772e-05,-2.342624e-05,2.190772e-05
2.654600e-09,7.691695e-06,2.035181e-05,2.189009e-05,-2.342838e-05,2.189009e-05
2.654800e-09,7.645502e-06,2.033676e-05,2.187702e-05,-2.341729e-05,2.187702e-05
2.655000e-09,7.616443e-06,2.033805e-05,2.186747e-05,-2.339689e-05,2.186747e-05
2.655200e-09,7.616911e-06,2.034694e-05,2.185967e-05,-2.337239e-05,2.185967e-05
2.655400e-09,7.656082e-06,2.035321e-05,2.185139e-05,-2.334957e-05,2.185139e-05
2.655600e-09,7.738945e-06,2.034665e-05,2.184031e-05,-2.333397e-05,2.184031e-05
2.655800e-09,7.865839e-06,2.031851e-05,2.182432e-05,-2.333012e-05,2.182432e-05
2.656000e-09,8.032518e-06,2.026272e-05,2.180184e-05,-2.334097e-05,2.180184e-05
2.656200e-09,8.230745e-06,2.017667e-05,2.177207e-05,-2.336747e-05,2.177207e-05
2.656400e-09,8.449300e-06,2.006160e-05,2.173508e-05,-2.340856e-05,2.173508e-05
2.656600e-09,8.675287e-06,1.992236e-05,2.169184e-05,-2.346132e-05,2.169184e-05
2.656800e-09,8.895581e-06,1.976679e-05,2.164410e-05,-2.352141e-05,2.164410e-05
2.657000e-09,9.098224e-06,1.960472e-05,2.159419e-05,-2.358366e-05,2.159419e-05
2.657200e-09,9.273649e-06,1.944667e-05,2.154470e-05,-2.364273e-05,2.154470e-05
2.657400e-09,9.415590e-06,1.930254e-05,2.149818e-05,-2.369383e-05,2.149818e-05
2.657600e-09,9.521620e-06,1.918037e-05,2.145682e-05,-2.373326e-05,2.145682e-05
2.657800e-09,9.593279e-06,1.908531e-05,2.142209e-05,-2.375887e-05,2.142209e-05
2.658000e-09,9.635798e-06,1.901894e-05,2.139462e-05,-2.377030e-05,2.139462e-05
2.658200e-09,9.657468e-06,1.897903e-05,2.137400e-05,-2.376898e-05,2.137400e-05
2.658400e-09,9.668739e-06,1.895984e-05,2.135889e-05,-2.375794e-05,2.135889e-05
2.658600e-09,9.681124e-06,1.895275e-05,2.134708e-05,-2.374141e-05,2.134708e-05
2.658800e-09,9.706050e-06,1.894736e-05,2.133582e-05,-2.372427e-05,2.133582e-05
2.659000e-09,9.753750e-06,1.893269e-05,2.132207e-05,-2.371145e-05,2.132207e-05
2.659200e-09,9.832331e-06,1.889851e-05,2.130293e-05,-2.370735e-05,2.130293e-05
2.659400e-09,9.947084e-06,1.883653e-05,2.127594e-05,-2.371534e-05,2.127594e-05
2.659600e-09,1.010012e-05,1.874130e-05,2.123935e-05,-2.373740e-05,2.123935e-05
2.659800e-09,1.029033e-05,1.861075e-05,2.119234e-05,-2.377394e-05,2.119234e-05
2.660000e-09,1.051367e-05,1.844633e-05,2.113507e-05,-2.382382e-05,2.113507e-05
2.660200e-09,1.076374e-05,1.825269e-05,2.106863e-05,-2.388457e-05,2.106863e-05
2.660400e-09,1.103249e-05,1.803702e-05,2.099487e-05,-2.395272e-05,2.099487e-05
2.660600e-09,1.131110e-05,1.780818e-05,2.091622e-05,-2.402427e-05,2.091622e-05
2.660800e-09,1.159082e-05,1.757556e-05,2.083535e-05,-2.409514e-05,2.083535e-05
2.661000e-09,1.186373e-05,1.734815e-05,2.075490e-05,-2.416165e-05,2.075490e-05
2.661200e-09,1.212342e-05,1.713349e-05,2.067718e-05,-2.422087e-05,2.067718e-05
2.661400e-09,1.236540e-05,1.693701e-05,2.060397e-05,-2.427094e-05,2.060397e-05
2.661600e-09,1.258735e-05,1.676154e-05,2.053635e-05,-2.431115e-05,2.053635e-05
2.661800e-09,1.278920e-05,1.660723e-05,2.047460e-05,-2.434198e-05,2.047460e-05
2.662000e-09,1.297294e-05,1.647163e-05,2.041827e-05,-2.436491e-05,2.041827e-05
2.662200e-09,1.314232e-05,1.635018e-05,2.036622e-05,-2.438226e-05,2.036622e-05
2.662400e-09,1.330244e-05,1.623677e-05,2.031679e-05,-2.439681e-05,2.031679e-05
2.662600e-09,1.345926e-05,1.612452e-05,2.026803e-05,-2.441153e-05,2.026803e-05
2.662800e-09,1.361904e-05,1.600649e-05,2.021784e-05,-2.442920e-05,2.021784e-05
2.663000e-09,1.378793e-05,1.587634e-05,2.016427e-05,-2.445220e-05,2.016427e-05
2.663200e-09,1.397146e-05,1.572894e-05,2.010560e-05,-2.448225e-05,2.010560e-05
2.663400e-09,1.417430e-05,1.556065e-05,2.004050e-05,-2.452036e-05,2.004050e-05
2.663600e-09,1.439994e-05,1.536950e-05,1.996812e-05,-2.456675e-05,1.996812e-05
2.663800e-09,1.465069e-05,1.515514e-05,1.988806e-05,-2.462097e-05,1.988806e-05
2.664000e-09,1.492759e-05,1.491861e-05,1.980032e-05,-2.468204e-05,1.980032e-05
2.664200e-09,1.523052e-05,1.466198e-05,1.970529e-05,-2.474859e-05,1.970529e-05
2.664400e-09,1.555838e-05,1.438800e-05,1.960355e-05,-2.481910e-05,1.960355e-05
2.664600e-09,1.590923e-05,1.409965e-05,1.949587e-05,-2.489208e-05,1.949587e-05
2.664800e-09,1.628050e-05,1.379983e-05,1.938302e-05,-2.496621e-05,1.938302e-05
2.665000e-09,1.666922e-05,1.349111e-05,1.926579e-05,-2.504046e-05,1.926579e-05
2.665200e-09,1.707216e-05,1.317556e-05,1.914486e-05,-2.511416e-05,1.914486e-05
2.665400e-09,1.748602e-05,1.285478e-05,1.902087e-05,-2.518697e-05,1.902087e-05
2.665600e-09,1.790754e-05,1.252991e-05,1.889436e-05,-2.525882e-05,1.889436e-05
2.665800e-09,1.833363e-05,1.220182e-05,1.876583e-05,-2.532985e-05,1.876583e-05
2.666000e-09,1.876138e-05,1.187126e-05,1.863578e-05,-2.540030e-05,1.863578e-05
2.666200e-09,1.918817e-05,1.153905e-05,1.850472e-05,-2.547039e-05,1.850472e-05
2.666400e-09,1.961168e-05,1.120620e-05,1.837321e-05,-2.554022e-05,1.837321e-05
2.666600e-09,2.002988e-05,1.087399e-05,1.824186e-05,-2.560972e-05,1.824186e-05
2.666800e-09,2.044114e-05,1.054401e-05,1.811131e-05,-2.567861e-05,1.811131e-05
2.667000e-09,2.084414e-05,1.021800e-05,1.798220e-05,-2.574641e-05,1.798220e-05
2.667200e-09,2.123799e-05,9.897818e-06,1.785512e-05,-2.581242e-05,1.785512e-05
2.667400e-09,2.162215e-05,9.585206e-06,1.773054e-05,-2.587588e-05,1.773054e-05
2.667600e-09,2.199649e-05,9.281642e-06,1.760879e-05,-2.593593e-05,1.760879e-05
2.667800e-09,2.236127e-05,8.988174e-06,1.748998e-05,-2.599178e-05,1.748998e-05
2.668000e-09,2.271707e-05,8.705312e-06,1.737403e-05,-2.604275e-05,1.737403e-05
2.668200e-09,2.306479e-05,8.432975e-06,1.726065e-05,-2.608832e-05,1.726065e-05
2.668400e-09,2.340556e-05,8.170516e-06,1.714936e-05,-2.612821e-05,1.714936e-05
2.668600e-09,2.374064e-05,7.916810e-06,1.703958e-05,-2.616234e-05,1.703958e-05
2.668800e-09,2.407135e-05,7.670410e-06,1.693065e-05,-2.619089e-05,1.693065e-05
2.669000e-09,2.439893e-05,7.429731e-06,1.682195e-05,-2.621417e-05,1.682195e-05
2.669200e-09,2.472445e-05,7.193254e-06,1.671295e-05,-2.623265e-05,1.671295e-05
2.669400e-09,2.504873e-05,6.959730e-06,1.660328e-05,-2.624683e-05,1.660328e-05
2.669600e-09,2.537223e-05,6.728335e-06,1.649276e-05,-2.625719e-05,1.649276e-05
2.669800e-09,2.569499e-05,6.498787e-06,1.638144e-05,-2.626410e-05,1.638144e-05
2.670000e-09,2.601664e-05,6.271393e-06,1.626959e-05,-2.626778e-05,1.626959e-05
2.670200e-09,2.633639e-05,6.047028e-06,1.615764e-05,-2.626826e-05,1.615764e-05
2.670400e-09,2.665307e-05,5.827057e-06,1.604619e-05,-2.626532e-05,1.604619e-05
2.670600e-09,2.696522e-05,5.613197e-06,1.593587e-05,-2.625855e-05,1.593587e-05
2.670800e-09,2.727117e-05,5.407355e-06,1.582735e-05,-2.624735e-05,1.582735e-05
2.671000e-09,2.756922e-05,5.211442e-06,1.572120e-05,-2.623096e-05,1.572120e-05
2.671200e-09,2.785774e-05,5.027201e-06,1.561788e-05,-2.620856e-05,1.561788e-05
2.671400e-09,2.813532e-05,4.856053e-06,1.551766e-05,-2.617927e-05,1.551766e-05
2.671600e-09,2.840087e-05,4.698989e-06,1.542064e-05,-2.614230e-05,1.542064e-05
2.671800e-09,2.865378e-05,4.556501e-06,1.532671e-05,-2.609692e-05,1.532671e-05
2.672000e-09,2.889394e-05,4.428581e-06,1.523557e-05,-2.604257e-05,1.523557e-05
2.672200e-09,2.912180e-05,4.314748e-06,1.514680e-05,-2.597884e-05,1.514680e-05
2.672400e-09,2.933834e-05,4.214138e-06,1.505982e-05,-2.590551e-05,1.505982e-05
2.672600e-09,2.954502e-05,4.125616e-06,1.497405e-05,-2.582249e-05,1.497405e-05
2.672800e-09,2.974370e-05,4.047905e-06,1.488887e-05,-2.572983e-05,1.488887e-05
2.673000e-09,2.993651e-05,3.979733e-06,1.480367e-05,-2.562761e-05,1.480367e-05
2.673200e-09,3.012571e-05,3.919965e-06,1.471794e-05,-2.551592e-05,1.471794e-05
2.673400e-09,3.031353e-05,3.867721e-06,1.463124e-05,-2.539475e-05,1.463124e-05
2.673600e-09,3.050204e-05,3.822476e-06,1.454322e-05,-2.526396e-05,1.454322e-05
2.673800e-09,3.069299e-05,3.784130e-06,1.445364e-05,-2.512315e-05,1.445364e-05
2.674000e-09,3.088775e-05,3.753054e-06,1.436234e-05,-2.497162e-05,1.436234e-05
2.674200e-09,3.108720e-05,3.730107e-06,1.426923e-05,-2.480836e-05,1.426923e-05
2.674400e-09,3.129174e-05,3.716629e-06,1.417428e-05,-2.463194e-05,1.417428e-05
2.674600e-09,3.150127e-05,3.714423e-06,1.407749e-05,-2.444056e-05,1.407749e-05
2.674800e-09,3.171532e-05,3.725710e-06,1.397885e-05,-2.423199e-05,1.397885e-05
2.675000e-09,3.193309e-05,3.753085e-06,1.387834e-05,-2.400360e-05,1.387834e-05
2.675200e-09,3.215363e-05,3.799465e-06,1.377590e-05,-2.375233e-05,1.377590e-05
2.675400e-09,3.237602e-05,3.868036e-06,1.367140e-05,-2.347476e-05,1.367140e-05
2.675600e-09,3.259949e-05,3.962213e-06,1.356462e-05,-2.316702e-05,1.356462e-05
2.675800e-09,3.282367e-05,4.085615e-06,1.345523e-05,-2.282484e-05,1.345523e-05
2.676000e-09,3.304868e-05,4.242055e-06,1.334277e-05,-2.244348e-05,1.334277e-05
2.676200e-09,3.327531e-05,4.435562e-06,1.322664e-05,-2.201771e-05,1.322664e-05
2.676400e-09,3.350505e-05,4.670419e-06,1.310608e-05,-2.154174e-05,1.310608e-05
2.676600e-09,3.374014e-05,4.951213e-06,1.298017e-05,-2.100913e-05,1.298017e-05
2.676800e-09,3.398355e-05,5.282873e-06,1.284785e-05,-2.041283e-05,1.284785e-05
2.677000e-09,3.423888e-05,5.670670e-06,1.270794e-05,-1.974520e-05,1.270794e-05
2.677200e-09,3.451018e-05,6.120099e-06,1.255915e-05,-1.899819e-05,1.255915e-05
2.677400e-09,3.480176e-05,6.636604e-06,1.240020e-05,-1.816380e-05,1.240020e-05
2.677600e-09,3.511789e-05,7.225043e-06,1.222989e-05,-1.723473e-05,1.222989e-05
2.677800e-09,3.546242e-05,7.888867e-06,1.204722e-05,-1.620556e-05,1.204722e-05
2.678000e-09,3.583840e-05,8.629032e-06,1.185158e-05,-1.507412e-05,1.185158e-05
2.678200e-09,3.624755e-05,9.442822e-06,1.164294e-05,-1.384305e-05,1.164294e-05
2.678400e-09,3.668977e-05,1.032297e-05,1.142203e-05,-1.252108e-05,1.142203e-05
2.678600e-09,3.716263e-05,1.125759e-05,1.119047e-05,-1.112335e-05,1.119047e-05
2.678800e-09,3.766111e-05,1.223123e-05,1.095082e-05,-9.670418e-06,1.095082e-05
2.679000e-09,3.817745e-05,1.322721e-05,1.070645e-05,-8.185691e-06,1.070645e-05
2.679200e-09,3.870152e-05,1.423020e-05,1.046128e-05,-6.692355e-06,1.046128e-05
2.679400e-09,3.922133e-05,1.522794e-05,1.021946e-05,-5.210975e-06,1.021946e-05
2.679600e-09,3.972406e-05,1.621086e-05,9.985055e-06,-3.759247e-06,9.985055e-06
2.679800e-09,4.019698e-05,1.716928e-05,9.761806e-06,-2.354328e-06,9.761806e-06
2.680000e-09,4.062852e-05,1.808905e-05,9.552980e-06,-1.016907e-06,9.552980e-06
2.680200e-09,4.100901e-05,1.894761e-05,9.361358e-06,2.248908e-07,9.361358e-06
2.680400e-09,4.133099e-05,1.971238e-05,9.189269e-06,1.333840e-06,9.189269e-06
2.680600e-09,4.158924e-05,2.034275e-05,9.038627e-06,2.265500e-06,9.038627e-06
2.680800e-09,4.178036e-05,2.079548e-05,8.910968e-06,2.973540e-06,8.910968e-06
2.681000e-09,4.190223e-05,2.103188e-05,8.807441e-06,3.416993e-06,8.807441e-06
2.681200e-09,4.195345e-05,2.102475e-05,8.728809e-06,3.567135e-06,8.728809e-06
2.681400e-09,4.193295e-05,2.076263e-05,8.675434e-06,3.411764e-06,8.675434e-06
2.681600e-09,4.183984e-05,2.025018e-05,8.647303e-06,2.955572e-06,8.647303e-06
2.681800e-09,4.167361e-05,1.950475e-05,8.644058e-06,2.216635e-06,8.644058e-06
2.682000e-09,4.143434e-05,1.855047e-05,8.665046e-06,1.220374e-06,8.665046e-06
2.682200e-09,4.112310e-05,1.741192e-05,8.709353e-06,-6.782656e-09,8.709353e-06
2.682400e-09,4.074213e-05,1.611001e-05,8.775780e-06,-1.441551e-06,8.775780e-06
2.682600e-09,4.029503e-05,1.466174e-05,8.862691e-06,-3.063642e-06,8.862691e-06
2.682800e-09,3.978682e-05,1.308511e-05,8.967699e-06,-4.850288e-06,8.967699e-06
2.683000e-09,3.922432e-05,1.140790e-05,9.087154e-06,-6.766408e-06,9.087154e-06
2.683200e-09,3.861661e-05,9.676781e-06,9.215566e-06,-8.754351e-06,9.215566e-06
2.683400e-09,3.797574e-05,7.960939e-06,9.345269e-06,-1.072960e-05,9.345269e-06
2.683600e-09,3.731725e-05,6.345668e-06,9.466600e-06,-1.258753e-05,9.466600e-06
2.683800e-09,3.666041e-05,4.917231e-06,9.568627e-06,-1.422002e-05,9.568627e-06
2.684000e-09,3.602796e-05,3.746349e-06,9.640120e-06,-1.553389e-05,9.640120e-06
2.684200e-09,3.544564e-05,2.878219e-06,9.670377e-06,-1.646253e-05,9.670377e-06
2.684400e-09,3.494132e-05,2.331770e-06,9.649745e-06,-1.696772e-05,9.649745e-06
2.684600e-09,3.454380e-05,2.104920e-06,9.569990e-06,-1.703506e-05,9.569990e-06
2.684800e-09,3.428102e-05,2.180143e-06,9.424750e-06,-1.666936e-05,9.424750e-06
2.685000e-09,3.417767e-05,2.526113e-06,9.210300e-06,-1.589449e-05,9.210300e-06
2.685200e-09,3.425223e-05,3.094910e-06,8.926622e-06,-1.475833e-05,8.926622e-06
2.685400e-09,3.451352e-05,3.818303e-06,8.578624e-06,-1.333894e-05,8.578624e-06
2.685600e-09,3.495718e-05,4.608836e-06,8.177108e-06,-1.174538e-05,8.177108e-06
2.685800e-09,3.556284e-05,5.369778e-06,7.739080e-06,-1.010838e-05,7.739080e-06
2.686000e-09,3.629257e-05,6.012426e-06,7.287155e-06,-8.561883e-06,7.287155e-06
2.686200e-09,3.709149e-05,6.473454e-06,6.848075e-06,-7.222695e-06,6.848075e-06
2.686400e-09,3.789109e-05,6.723961e-06,6.450462e-06,-6.176964e-06,6.450462e-06
2.686600e-09,3.861530e-05,6.766475e-06,6.121928e-06,-5.477382e-06,6.121928e-06
2.686800e-09,3.918915e-05,6.622625e-06,5.885674e-06,-5.148723e-06,5.885674e-06
2.687000e-09,3.954845e-05,6.318255e-06,5.756922e-06,-5.195590e-06,5.756922e-06
2.687200e-09,3.964888e-05,5.872837e-06,5.739781e-06,-5.606725e-06,5.739781e-06
2.687400e-09,3.947226e-05,5.297152e-06,5.825270e-06,-6.353388e-06,5.825270e-06
2.687600e-09,3.902883e-05,4.598950e-06,5.991108e-06,-7.383266e-06,5.991108e-06
2.687800e-09,3.835506e-05,3.792442e-06,6.203518e-06,-8.614593e-06,6.203518e-06
2.688000e-09,3.750777e-05,2.905464e-06,6.420846e-06,-9.936228e-06,6.420846e-06
2.688200e-09,3.655599e-05,1.979559e-06,6.598382e-06,-1.121721e-05,6.598382e-06
2.688400e-09,3.557234e-05,1.062679e-06,6.693431e-06,-1.232418e-05,6.693431e-06
2.688600e-09,3.462548e-05,1.986461e-07,6.669668e-06,-1.314069e-05,6.669668e-06
2.688800e-09,3.377449e-05,-5.816032e-07,6.500089e-06,-1.358178e-05,6.500089e-06
2.689000e-09,3.306538e-05,-1.264714e-06,6.168407e-06,-1.360153e-05,6.168407e-06
2.689200e-09,3.252936e-05,-1.856713e-06,5.669254e-06,-1.319522e-05,5.669254e-06
2.689400e-09,3.218199e-05,-2.384198e-06,5.007725e-06,-1.239965e-05,5.007725e-06
2.689600e-09,3.202284e-05,-2.895321e-06,4.198711e-06,-1.129274e-05,4.198711e-06
2.689800e-09,3.203521e-05,-3.457693e-06,3.266160e-06,-9.990013e-06,3.266160e-06
2.690000e-09,3.218639e-05,-4.149101e-06,2.242051e-06,-8.633203e-06,2.242051e-06
2.690200e-09,3.242883e-05,-5.040376e-06,1.164890e-06,-7.370156e-06,1.164890e-06
2.690400e-09,3.270277e-05,-6.175746e-06,7.767948e-08,-6.331105e-06,7.767948e-08
2.690600e-09,3.294063e-05,-7.558970e-06,-9.745308e-07,-5.609909e-06,-9.745308e-07
2.690800e-09,3.307304e-05,-9.150370e-06,-1.947441e-06,-5.255489e-06,-1.947441e-06
2.691000e-09,3.303626e-05,-1.087356e-05,-2.800659e-06,-5.272243e-06,-2.800659e-06
2.691200e-09,3.277982e-05,-1.262642e-05,-3.501143e-06,-5.624132e-06,-3.501143e-06
2.691400e-09,3.227339e-05,-1.429148e-05,-4.026535e-06,-6.238404e-06,-4.026535e-06
2.691600e-09,3.151123e-05,-1.574516e-05,-4.367690e-06,-7.009783e-06,-4.367690e-06
2.691800e-09,3.051332e-05,-1.686887e-05,-4.529627e-06,-7.809620e-06,-4.529627e-06
2.692000e-09,2.932288e-05,-1.756374e-05,-4.530549e-06,-8.502645e-06,-4.530549e-06
2.692200e-09,2.800110e-05,-1.776661e-05,-4.399216e-06,-8.968183e-06,-4.399216e-06
2.692400e-09,2.662040e-05,-1.746192e-05,-4.171434e-06,-9.119048e-06,-4.171434e-06
2.692600e-09,2.525776e-05,-1.668608e-05,-3.886440e-06,-8.913202e-06,-3.886440e-06
2.692800e-09,2.398900e-05,-1.552524e-05,-3.583658e-06,-8.357922e-06,-3.583658e-06
2.693000e-09,2.288430e-05,-1.410897e-05,-3.299984e-06,-7.509000e-06,-3.299984e-06
2.693200e-09,2.200504e-05,-1.260146e-05,-3.067633e-06,-6.466198e-06,-3.067633e-06
2.693400e-09,2.140141e-05,-1.118841e-05,-2.912600e-06,-5.363207e-06,-2.912600e-06
2.693600e-09,2.111054e-05,-1.005749e-05,-2.853745e-06,-4.350005e-06,-2.853745e-06
2.693800e-09,2.115474e-05,-9.373876e-06,-2.902310e-06,-3.569256e-06,-2.902310e-06
